ID,Descripción,Fecha de Verificacion,Próxima Verificacion,Calendario de Verificacion,Estado,"Método de Verificacion calibracion",Error de equipo,,Resolucion,,N° de Serie,"ID de equipo con el que se verifica / Calibra  ",Usuario,Responsable,Ubicación,Formato,Verificacion de Etiquta (ID y Fecha),Status,Prove-Calibracion,Verifico,Fuera de Calibración,,% de Gages Calibrados,Numero de folio,,,Calibración Aceptada,Calibración Pendiente,En Proceso de Calibración,,Buscar,44384.34421,>=,44377.34421,44364.34421,>=44364.3442065972,44384.34421,>=44377.3442065972
INT394,Cámara de visión,44352,44717,44697,Activo,INTERNO,NA,NA,Go,NO GO,6L510300,Dummis,Producción / Automatización,Francisco Rodríguez,COT-7370-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40862,41227,R&R Pendiente,R&R Actualizado,,44345,,,,,,,
INT393,Cámara de visión,44352,44717,44697,Activo,INTERNO,NA,NA,Go,NO GO,3A710486,Dummis,Producción / Automatización,Francisco Rodríguez,COT-7370-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40862,41227,R&R Pendiente,R&R Actualizado,,44345,,,,,,,
INT392,Cámara de visión,44352,44717,44697,Activo,INTERNO,NA,NA,Go,NO GO,1LS10977,Dummis,Producción / Automatización,Francisco Rodríguez,COT-7370-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40862,41227,R&R Pendiente,R&R Actualizado,,44345,,,,,,,
INT391,Cámara de visión,44232,44597,44577,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,COT-7614-000,N/A,,Calibración Aceptada,,,0,1,365,,,40862,41227,R&R Pendiente,R&R Actualizado,,44225,,,,,,,
INT390,Termómetro digital y termopar,44370,44735,44715,Activo,EXTERNO,Certificado,Certificado,-210°C,1100°C,1604-19502,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40862,41227,R&R Pendiente,R&R Actualizado,,44363,,,,,,,
INT386,Cámara de visión,44326,44691,44671,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Cot-3051 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40851,41216,R&R Pendiente,R&R Actualizado,,44319,,,,,,,
INT385,Dinamómetro,44340,44705,44685,Activo,EXTERNO,0,1000 N,Certificado,Certificadp,16-0341-08,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40848,41213,R&R Pendiente,R&R Actualizado,,44333,,,,,,,
INT384,Hypot,44370,44735,44715,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificadp,,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,TRW-5874-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,Hypot,#VALUE!,#VALUE!,R&R Actualizado,,44363,,,,,,,
INT383,Calibrador digital,44340,44705,44685,Activo,EXTERNO,0.0005,0.0005,0,"24""",1468,CERTIFICADO,Antonio Valdez,Antonio Valdez,Taller CNC,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,Calibrador digital,#VALUE!,#VALUE!,R&R Actualizado,,44333,,,,,,,
INT382,Indicador de altura,43561,43926,43906,Baja,INTERNO,NA,NA,go,NO GO,,INT062,Produccion,Produccion,COT-5999-000,N/A,,Baja,,VER CUAL ES ,0,1,365,,,Indicador de altura,#VALUE!,#VALUE!,R&R Actualizado,,43554,,,,,,,
INT381,Calibrador digital,44299,44664,44644,Activo,INTERNO,0,0.0005,0,"8""",A17022309,INT062,Alfredo Enriquez Lares,Alfredo Enriquez Lares,Taller Moldes,N/A,OK,Calibración Aceptada,,FLOME,1,365,365,,,40847,41212,R&R Pendiente,#VALUE!,,44292,,,,,,,
INT380,Cámara de visión,44152,44517,44497,Activo,INTERNO,NA,NA,Go,NO GO,7A510032,Dummis,Producción / Automatización,Francisco Rodríguez,Linea BOS-6194 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40843,41208,R&R Pendiente,R&R Actualizado,,44145,,,,,,,
INT379,Cámara de visión,44152,44517,44497,Baja,INTERNO,NA,NA,Go,NO GO,VE202G1A,Dummis,Producción / Automatización,Francisco Rodríguez,Linea BOS-6194 ,N/A,,Baja,,FLOME,0,1,365,,,Cámara de visión,#VALUE!,#VALUE!,R&R Actualizado,,44145,,,,,,,
INT378,Cámara de visión,44152,44517,44497,Activo,INTERNO,NA,NA,Go,NO GO,6L510440,Dummis,Producción / Automatización,Francisco Rodríguez,Linea BOS-6194 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,Cámara de visión,#VALUE!,#VALUE!,R&R Actualizado,,44145,,,,,,,
INT377,Cámara de visión,44152,44517,44497,Activo,INTERNO,NA,NA,Go,NO GO,1C411065,Dummis,Producción / Automatización,Francisco Rodríguez,Linea BOS-6194 ,N/A,,Calibración Aceptada,,,0,1,365,,,Cámara de visión,#VALUE!,#VALUE!,R&R Actualizado,,44145,,,,,,,
INT376,Cámara de visión,44152,44517,44497,Activo,INTERNO,NA,NA,Go,NO GO,1L510951,Dummis,Producción / Automatización,Francisco Rodríguez,Linea BOS-6194 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,Cámara de visión,#VALUE!,#VALUE!,R&R Actualizado,,44145,,,,,,,
INT374,Micrómetro análogo,44241,44971,44951,Activo,INTERNO,".0005""",".0005""",11,12,4511200,INT143,Oscar Galindo,Oscar Galindo,Taller Ingeniería,N/A,,Calibración Aceptada,,,0,1,730,,,40719,41449,R&R Pendiente,R&R Actualizado,,44234,,,,,,,
INT373,Micrómetro análogo,44241,44971,44951,Activo,INTERNO,".0005""",".0005""",10,11,4511100,INT143,Oscar Galindo,Oscar Galindo,Taller Ingeniería,N/A,,Calibración Aceptada,,,0,1,730,,,Micrómetro análogo,#VALUE!,#VALUE!,R&R Actualizado,,44234,,,,,,,
INT372,Micrómetro análogo,44241,44971,44951,Activo,INTERNO,".0005""",".0005""",9,10,4511000,INT143,Oscar Galindo,Oscar Galindo,Taller Ingeniería,N/A,,Calibración Aceptada,,,0,1,730,,,Micrómetro análogo,#VALUE!,#VALUE!,R&R Actualizado,,44234,,,,,,,
INT371,Micrómetro análogo,44241,44971,44951,Activo,INTERNO,".0005""",".0005""",8,9,4510900,INT143,Oscar Galindo,Oscar Galindo,Taller Ingeniería,N/A,,Calibración Aceptada,,,0,1,730,,,Micrómetro análogo,#VALUE!,#VALUE!,R&R Actualizado,,44234,,,,,,,
INT370,Micrómetro análogo,44241,44971,44951,Activo,INTERNO,".0005""",".0005""",7,8,4510800,INT143,Oscar Galindo,Oscar Galindo,Taller Ingeniería,N/A,,Calibración Aceptada,,,0,1,730,,,Micrómetro análogo,#VALUE!,#VALUE!,R&R Actualizado,,44234,,,,,,,
INT369,Micrómetro análogo,44241,44971,44951,Activo,INTERNO,".0005""",".0005""",6,7,4510700,INT143,Oscar Galindo,Oscar Galindo,Taller Ingeniería,N/A,,Calibración Aceptada,,,0,1,730,,,Micrómetro análogo,#VALUE!,#VALUE!,R&R Actualizado,,44234,,,,,,,
INT368,Microscopio,44266,44631,44611,Activo,EXTERNO,NA,NA,,,176,CERTIFICADO,Santos Mata,Santos Mata,Taller Estampados,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,Microscopio,#VALUE!,#VALUE!,R&R Actualizado,,44259,,,,,,,
INT366,SMART SCOPE,44222,44587,44567,Activo,EXTERNO,NA,NA,,,SVW2005008,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,27 de enero del 2014,27 de enero del 2015,R&R Actualizado,365,,10 de enero del 2020,,,,,,
INT365,Calibrador digital,44166,44531,44511,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",A16097654,INT062,Jorge Gúzman,Jorge Gúzman,Taller Estampados,N/A,,Calibración Aceptada,,,0,1,365,,,Calibrador digital,#VALUE!,#VALUE!,R&R Actualizado,,44159,,,,,,,
INT364,Calibrador digital,44166,44531,44511,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",A16097626,INT062,Hector Ruiz,Hector Ruiz,Taller Moldes,N/A,,Calibración Aceptada,,,0,1,365,,,40843,41208,R&R Pendiente,R&R Actualizado,,44159,,,,,,,
INT363,Calibrador digital,44166,44531,44511,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",A 16097653,INT063,Francisco Zúñiga,Francisco Zúñiga,Taller Moldes,N/A,,Calibración Aceptada,,,0,1,365,,,41936,42301,R&R Pendiente,R&R Actualizado,,44159,,,,,,,
INT362,Micrómetro digital,44166,44531,44511,Activo,INTERNO,"0.0005""","0.0005""","1""","2""",63161994,INT062,Cesar Montes,Cesar Montes,Taller Estampado,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41926,42291,R&R Pendiente,R&R Actualizado,,44159,,,,,,,
INT361,Micrómetro digital,44166,44531,44511,Activo,INTERNO,0.0005,0.0005,"0""","1""",63167568,INT062,Jorge Gúzman,Jorge Gúzman,Taller Estampados,N/A,,Calibración Aceptada,,,0,1,365,,,41913,42278,R&R Pendiente,R&R Actualizado,,44159,,,,,,,
INT360,Termopar de contacto,44266,44631,44611,Activo,EXTERNO,NA,NA,,,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,,0 de enero del 1900,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT359,Multímetro,43528,43893,43873,Baja,EXTERNO,NA,NA,,,,CERTIFICADO,Hector Arnot,Hector Arnot,Mantenimiento,N/A,,Baja,,,0,1,365,0,,,22 de julio del 2014,22 de julio del 2014,R&R Actualizado,365,,26 de abril del 2020,,,,,,
INT355,Hypot Ultra 4,44370,44735,44715,Activo,EXTERNO,NA,NA,,,9750035,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,HDL-6257-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41864,42229,R&R Pendiente,R&R Actualizado,,44363,,,,,,,
INT354,Gage de fuerza,43690,44055,44035,Baja,EXTERNO,NA,NA,.001 lbf,4.4 lbf,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,,Baja,,,0,1,365,,,41843,42208,R&R Pendiente,R&R Actualizado,,43683,,,,,,,
INT353,Indicador Digital,44139,44869,44849,Activo,INTERNO,.025MM,.025MM,0,12.7 mm,16055188,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,,,41821,42551,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT352,Mesa de granito,43791,44156,44136,Extraviado,EXTERNO,NA,NA,N/A,N/A,N/A,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Automatización,N/A,,Extraviado,,,0,1,365,,,41758,42123,R&R Pendiente,R&R Actualizado,,43784,,,,,,,
INT351,Indicador de altura,44000,44365,44345,Baja,INTERNO,"0.0005""","0.0005""",0,12.7 mm,11243798,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Baja,,FLOME,0,1,365,,,41864,42229,R&R Pendiente,R&R Actualizado,,43993,,,,,,,
INT350,Indicador de altura,44354,44719,44699,Baja,INTERNO,0.0002,0.0002,0,12.7 mm,11243785,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Baja,,FLOME,0,1,365,0,,,6 de septiembre del 2014,6 de septiembre del 2014,R&R Actualizado,365,,15 de septiembre del 2019,,,,,,
INT349,Micrómetro digital,44100,44465,44445,Activo,INTERNO,"0.0005""","0.0005""",0,1'',63090269,INT062,Hector Ruiz,Hector Ruiz,Taller Moldes,N/A,,Calibración Aceptada,,,0,1,365,,,41688,42053,R&R Pendiente,R&R Actualizado,,44093,,,,,,,
INT348,Micrómetro digital,44100,44465,44445,Activo,INTERNO,"0.0005""","0.0005""",0,1'',63090279,INT062,Jorge Albarran,Jorge Albarran,Taller Hilo,N/A,,Calibración Aceptada,,,0,1,365,,,41677,42042,R&R Pendiente,R&R Actualizado,,44093,,,,,,,
INT347,Indicador de carátula,43370,43735,43715,Baja,INTERNO,NA,NA,0,.004'',,INT062,Moldes,Oscar Galindo,Taller Moldes,N/A,,Baja,,,0,1,365,,,41666,42031,R&R Pendiente,R&R Actualizado,,43363,,,,,,,
INT346,Báscula Ohaus,43379,43744,43724,Baja,INTERNO,NA,NA,0,2200 g,,INT088,Cesar Fuentes,Cesar Fuentes,Linea Ethicon,N/A,,Baja,,,0,1,365,,,41661,42026,R&R Pendiente,R&R Actualizado,,43372,,,,,,,
INT345,Pressure Gage,44337,44702,44682,Activo,EXTERNO,NA,NA,0,3000psi,N/A,CERTIFICADO,Personal de Procesos,Marcelo Cortes, Yuh-dak 7,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,44330,,,,,,,
INT344,Control de Temperatura,44081,44446,44426,Activo,EXTERNO,NA,NA,,,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 4,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41656,42021,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT343,Control de Temperatura,44081,44446,44426,Activo,EXTERNO,NA,NA,,,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 3 Linea  HEL-6725-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41656,42021,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT342,Control de Temperatura,44081,44446,44426,Activo,EXTERNO,NA,NA,,,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 2,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41656,42021,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT341,Control de Temperatura,44081,44446,44426,Activo,EXTERNO,NA,NA,,,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 5,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41656,42021,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT340,Hypot ULTRA 4,44370,44735,44715,Activo,EXTERNO,NA,NA,,,9750034,CERTIFICADO,Producción / Automatización,Francisco Rodríguez, Linea VAL-6652,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41614,41979,R&R Pendiente,R&R Actualizado,,44363,,,,,,,
INT338,Indicador Bore Gage,43312,43677,43657,Baja,INTERNO,NA,NA,,,,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Baja,,FLOME,0,1,365,365,,41554,41919,R&R Pendiente,R&R Actualizado,,43305,,,,,,,
INT337,Amperímetro de gancho,43665,44030,44010,Baja,EXTERNO,NA,NA,,,121000426,CERTIFICADO,Luis Enrique,Luis Enrique,Mantenimiento,N/A,,Baja,,,0,1,365,365,,41554,41919,R&R Pendiente,R&R Actualizado,,43658,,,,,,,
INT336,Indicador Digital,44354,44719,44699,Activo,INTERNO,".001""",".001""",0,".5000""",16030564,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,8 de junio del 2020,,,,,,
INT334,Calibrador de alturas,44056,44421,44401,Activo,EXTERNO,Certificado,Certificado,".001""","20.000""",70981,INT062,Humberto Mondragon,Humberto Mondragon,Facilities,N/A,OK,Calibración Aceptada,en/PR,,0,1,365,,,41501,41866,R&R Pendiente,R&R Actualizado,,44049,,,,,,,
INT333,Calibrador digital,44356,44721,44701,Activo,INTERNO,".0005""",".0005""",0,"12""",1120899,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41653,42018,R&R Pendiente,R&R Actualizado,,44349,,,,,,,
INT332,"Micrómetro digital 1-2""",44330,44695,44675,Activo,INTERNO,".0005""",".0005""","1""","2""",63127586,INT062,Fernando Alferez,Fernando Alferez ,Taller CNC,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41499,41864,R&R Pendiente,R&R Actualizado,,44323,,,,,,,
INT331,"Micrómetro digital 1-2""",44305,44670,44650,Activo,INTERNO,".0005""",".0005""","1""","2""",63096343,INT062,Sergio Arredondo,Sergio Arredondo,Taller Estampado,N/A,,Calibración Aceptada,,,0,1,365,,,41460,41825,R&R Pendiente,R&R Actualizado,,44298,,,,,,,
INT330,Hypot,44370,44735,44715,Activo,EXTERNO,NA,NA,N/A,N/A,9991774,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Linea BOS-6194 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41499,41864,R&R Pendiente,R&R Actualizado,,44363,,,,,,,
INT329,Calibrador digital,43604,43969,43949,Baja,INTERNO,".0002""",".0002""",0,1,,INT062,Tomas Gomez,Tomas Gomez,Estampados,N/A,,Baja,,,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,11 de mayo del 2020,,,,,,
INT323,Calibrador digital,44307,44672,44652,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",14549656,INT062,Sergio Arredondo,Sergio Arredondo,Taller Estampado,N/A,,Calibración Aceptada,,,0,1,365,,,41409,41774,R&R Pendiente,R&R Actualizado,,44300,,,,,,,
INT322,Calibrador digital,44305,44670,44650,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",14548707,INT062,Moises Zárate,Moises Zárate,Taller Estampado,N/A,,Calibración Aceptada,,,0,1,365,,,41320,41685,R&R Pendiente,R&R Actualizado,,44298,,,,,,,
INT321,Calibrador digital,44305,44670,44650,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",14549642,INT062,José Luis Cruz,José Luis Cruz,Taller Estampados,N/A,,Calibración Aceptada,,,0,1,365,,,41226,41591,R&R Pendiente,R&R Actualizado,,44298,,,,,,,
INT320,Calibrador digital,44308,44673,44653,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",14548982,INT062,Jesús Rubio,Jesús Rubio,Taller Estampado,N/A,,Calibración Aceptada,,,0,1,365,,,41226,41591,R&R Pendiente,R&R Actualizado,,44301,,,,,,,
INT319,Micrómetro digital,44305,44670,44650,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",63080668,INT062,Cesar Montes,Cesar Montes,Taller Estampado,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41226,41591,R&R Pendiente,R&R Actualizado,,44298,,,,,,,
INT318,"Micrómetro digital 0-1""",44232,44597,44577,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",63080689,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41226,41591,R&R Pendiente,R&R Actualizado,,44225,,,,,,,
INT317,"Micrómetro digital 0-1""",44336,44701,44681,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",63080682,INT062,Vicente Vega,Vicente Vega,Automatización,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,2 de julio del 2012,2 de julio del 2013,R&R Actualizado,365,,16 de abril del 2020,,,,,,
INT316,"Micrómetro digital 0-1""",44308,44673,44653,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",63080693,INT062,Juan M Gónzalez,Juan M Gónzalez,Taller Estampados,N/A,,Calibración Aceptada,,,0,1,365,365,,,2 de julio del 2012,2 de julio del 2013,R&R Actualizado,365,,16 de abril del 2020,,,,,,
INT315,Hypot III AC,44370,44735,44715,Activo,EXTERNO,N/A,N/A,GO,NO GO,9991770,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Linea HEL-6798 10R/6725GF9,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41092,41457,R&R Pendiente,R&R Actualizado,,44363,,,,,,,
INT313,Micrómetro digital,44230,44595,44575,Activo,INTERNO,"0.0005""","0.0005""",0,"2""",63084167,INT062,Jesús Rubio,Jesús Rubio,Taller Estampado,N/A,,Calibración Aceptada,,,0,1,365,,,41064,41429,R&R Pendiente,R&R Actualizado,,44223,,,,,,,
INT312,Micrómetro digital,44302,44667,44647,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",45177915,INT062,Sergio Arredondo,Sergio Arredondo,Taller Estampado,N/A,,Calibración Aceptada,,,0,1,365,,,41064,41429,R&R Pendiente,R&R Actualizado,,44295,,,,,,,
INT311,Báscula TORREY,43840,44205,44185,Baja,INTERNO,.2g,.2g,2gm,20 kg,K12-600,INT088,Personal de produccion,Francisco Martínez,Linea COT-3266-000 Chende,N/A,,Baja,,,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,43833,,,,,,,
INT310,Micrómetro digital,44229,44594,44574,Activo,INTERNO,NA,NA,0,"1""",63116892,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,44222,,,,,,,
INT309,Micrómetro digital,44246,44611,44591,Activo,INTERNO,NA,NA,0,"1""",63116969,INT062,José Luis Cruz,José Luis Cruz,Taller Estampados,N/A,,Calibración Aceptada,,,0,1,365,,,40946,41311,R&R Pendiente,R&R Actualizado,,44239,,,,,,,
INT308,Calibrador digital,43546,43911,43891,Baja,INTERNO,NA,NA,0,"6""",,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,,Baja,,,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,43539,,,,,,,
INT307,Calibrador digital,44229,44594,44574,Activo,INTERNO,".0005""",".0005""",0,"8""",A15493506,INT062,Bernardo Monroy,Bernardo Monroy,Taller Moldes,N/A,,Calibración Aceptada,,,0,1,365,,,41044,41409,R&R Pendiente,R&R Actualizado,,44222,,,,,,,
INT306,Micrómetro digital (5D),44237,45332,45312,Activo,INTERNO,".0005""",".0005""",0,"1""",65042160,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,,Calibración Aceptada,,,0,1,1095,,,41044,42139,R&R Pendiente,R&R Actualizado,,44230,,,,,,,
INT305,Micrómetro digital,44251,44616,44596,Activo,INTERNO,".0005""",".0005""","1""","2""",A15002307,INT062,Juan M Gónzalez,Juan M Gónzalez,Taller Estampados,N/A,,Calibración Aceptada,,,0,1,365,0,,,13 de abril del 2012,13 de abril del 2012,R&R Actualizado,366,,9 de marzo del 2020,,,,,,
INT304,Micrómetro digital,44226,44591,44571,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",63098230,INT062,Bernardo Monroy,Bernardo Monroy,Taller Moldes,N/A,,Calibración Aceptada,,,0,1,365,,,41628,41993,R&R Pendiente,R&R Actualizado,,44219,,,,,,,
INT303,Micrómetro digital,44214,44579,44559,Activo,INTERNO,NA,NA,0,"1""",63292201,INT062,Rafael de la Cruz,Rafael de la Cruz,Taller,N/A,,Calibración Aceptada,,,0,1,365,,,41628,41993,R&R Pendiente,R&R Actualizado,,44207,,,,,,,
INT302,Calibrador digital,44213,44578,44558,Activo,INTERNO,0.0005,0.0005,0,"8""",A15002341,INT062,Rafael de la Cruz,Rafael de la Cruz,Taller,N/A,,Calibración Aceptada,,,0,1,365,,,40963,41328,R&R Pendiente,R&R Actualizado,,44206,,,,,,,
INT301,"Calibrador  0-8""",44215,44580,44560,Activo,INTERNO,0.0005,0.0005,0,"8""",A15002307,INT062,Oscar Galindo,Oscar Galindo,Taller Ingeniería,N/A,,Calibración Aceptada,,,0,1,365,,,40949,41314,R&R Pendiente,R&R Actualizado,,44208,,,,,,,
INT300,Termopar de contacto,44201,44566,44546,Activo,EXTERNO,N/A,N/A,N/A,N/A,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,4 de noviembre del 2011,4 de noviembre del 2011,R&R Actualizado,365,,21 de enero del 2020,,,,,,
INT299,Báscula Ohaus,44211,44576,44556,Activo,INTERNO,N/A,N/A,0.0001 g,320.0 g,,CERTIFICADO,Eduardo Márquez,Eduardo Márquez,Eduardo Márquez,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,40920,41285,R&R Pendiente,R&R Actualizado,,44204,,,,,,,
INT298,Termopar de contacto,43868,44233,44213,Baja,EXTERNO,N/A,N/A,N/A,N/A,N/A,CERTIFICADO,Procesos / Producción,Francisco Martínez,Procesos (Moldeo),N/A,,Baja,,,0,1,365,0,,,15 de noviembre del 2011,15 de noviembre del 2011,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT297,Termopar de contacto,44336,44701,44681,Activo,EXTERNO,N/A,N/A,-40°C,500°C,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,15 de noviembre del 2011,15 de noviembre del 2011,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT296,Termopar de contacto,44222,44952,44932,Activo,EXTERNO,N/A,N/A,N/A,N/A,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,730,0,,,15 de noviembre del 2011,15 de noviembre del 2011,R&R Actualizado,730,,6 de septiembre del 2019,,,,,,
INT295,TERMOMETRO,44266,44631,44611,Activo,EXTERNO,N/A,N/A,N/A,N/A,150308765,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,4 de noviembre del 2011,4 de noviembre del 2011,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT293,Termopar de contacto,44222,44587,44567,Activo,EXTERNO,N/A,N/A,N/A,N/A,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,15 de noviembre del 2011,15 de noviembre del 2011,R&R Actualizado,365,,21 de enero del 2020,,,,,,
INT292,Hypot III AC,44113,44478,44458,Activo,EXTERNO,N/A,N/A,GO,NO GO,9750013,VER CERTIFICADO,Producción / Automatización,Francisco Rodríguez,DEN-6428-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40862,41227,R&R Pendiente,R&R Actualizado,,44106,,,,,,,
INT291,Comparador óptico,44201,44567,44547,Activo,EXTERNO,N/A,N/A,X -200 mm,Y -100 mm,G00061502,CERTIFICADO,Uso general ,Griselda Flores,Moldeo,N/A,OK,Calibración Aceptada,,FLOME,0,1,366,365,,,14 de octubre del 2014,14 de octubre del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,
INT290,Comparador óptico,44363,44729,44709,Activo,EXTERNO,N/A,N/A,X -200 mm,Y -100 mm,G00171506,CERTIFICADO,Uso general ,Griselda Flores,Estampados,N/A,OK,Calibración Aceptada,,FLOME,0,1,366,365,,,14 de octubre del 2014,14 de octubre del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,
INT289,Hypot III AC,44370,44735,44715,Activo,EXTERNO,N/A,N/A,GO,NO GO,9381122,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,TRW-5875-000 YUH DAK 3,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40851,41216,R&R Pendiente,R&R Actualizado,,44363,,,,,,,
INT288,Hypot III AC,44147,44512,44492,Activo,EXTERNO,N/A,N/A,GO,NO GO,9381144,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,COT-5552-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40850,41215,R&R Pendiente,R&R Actualizado,,44140,,,,,,,
